OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,"307,060",1.3,23.81,"49,530",0.5,14.00,17.38,22.64,28.98,36.22,"29,120","36,150","47,080","60,270","75,330",,
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"307,060",1.3,23.81,"49,530",0.5,14.00,17.38,22.64,28.98,36.22,"29,120","36,150","47,080","60,270","75,330",,
49-9030,Home Appliance Repairers,broad,"32,250",3.9,19.61,"40,790",1.1,11.14,14.28,18.35,23.95,29.64,"23,170","29,710","38,160","49,820","61,660",,
49-9031,Home Appliance Repairers,detailed,"32,250",3.9,19.61,"40,790",1.1,11.14,14.28,18.35,23.95,29.64,"23,170","29,710","38,160","49,820","61,660",,
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,"467,450",0.7,25.12,"52,250",0.2,15.52,19.13,24.25,30.02,36.99,"32,270","39,790","50,430","62,440","76,930",,
49-9041,Industrial Machinery Mechanics,detailed,"341,260",0.9,25.54,"53,110",0.3,15.88,19.60,24.69,30.26,37.28,"33,030","40,770","51,360","62,940","77,540",,
49-9043,"Maintenance Workers, Machinery",detailed,"83,520",1.5,22.71,"47,240",0.5,13.56,17.14,21.89,27.60,33.42,"28,200","35,650","45,540","57,420","69,500",,
49-9044,Millwrights,detailed,"41,360",2.6,26.58,"55,290",0.8,16.03,20.03,25.95,32.61,38.51,"33,350","41,670","53,980","67,820","80,090",,
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,"1,310",9.2,24.08,"50,080",2.5,14.26,18.09,23.35,28.24,33.19,"29,650","37,630","48,570","58,740","69,030",,
49-9050,Line Installers and Repairers,broad,"223,740",1.5,30.19,"62,790",0.5,15.60,20.90,30.86,38.31,45.92,"32,450","43,460","64,190","79,680","95,500",,
49-9051,Electrical Power-Line Installers and Repairers,detailed,"116,650",2.0,33.04,"68,710",0.6,18.08,25.04,33.36,41.05,48.01,"37,600","52,070","69,380","85,370","99,860",,
49-9052,Telecommunications Line Installers and Repairers,detailed,"107,090",2.3,27.09,"56,340",0.8,13.97,17.96,26.47,35.79,41.11,"29,060","37,350","55,060","74,440","85,500",,
49-9060,Precision Instrument and Equipment Repairers,broad,"69,700",2.0,24.41,"50,760",0.6,13.36,17.00,23.04,29.97,37.86,"27,780","35,360","47,920","62,330","78,760",,
49-9061,Camera and Photographic Equipment Repairers,detailed,"3,650",11.2,20.44,"42,510",2.7,11.46,14.20,19.60,25.64,30.30,"23,840","29,540","40,770","53,320","63,030",,
49-9062,Medical Equipment Repairers,detailed,"43,670",2.4,25.13,"52,260",0.7,14.22,17.63,23.47,30.64,38.68,"29,570","36,680","48,820","63,740","80,460",,
49-9063,Musical Instrument Repairers and Tuners,detailed,"8,240",7.2,18.77,"39,040",2.3,10.63,13.47,17.56,22.92,28.52,"22,110","28,020","36,530","47,660","59,310",,
49-9064,Watch Repairers,detailed,"2,130",10.4,19.01,"39,530",3.5,10.26,12.21,17.20,24.44,30.00,"21,340","25,400","35,770","50,840","62,410",,
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"12,010",4.1,27.81,"57,850",1.2,16.15,21.18,27.37,32.75,40.18,"33,590","44,050","56,940","68,130","83,570",,
49-9070,"Maintenance and Repair Workers, General",broad,"1,351,210",0.4,19.37,"40,280",0.2,10.97,13.91,18.11,23.75,29.67,"22,820","28,930","37,670","49,410","61,720",,
49-9071,"Maintenance and Repair Workers, General",detailed,"1,351,210",0.4,19.37,"40,280",0.2,10.97,13.91,18.11,23.75,29.67,"22,820","28,930","37,670","49,410","61,720",,
49-9080,Wind Turbine Service Technicians,broad,"4,390",12.0,27.25,"56,680",1.7,18.20,21.42,25.91,31.89,38.54,"37,850","44,550","53,880","66,330","80,170",,
49-9081,Wind Turbine Service Technicians,detailed,"4,390",12.0,27.25,"56,680",1.7,18.20,21.42,25.91,31.89,38.54,"37,850","44,550","53,880","66,330","80,170",,
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"353,160",1.3,18.76,"39,020",0.4,10.26,12.77,16.93,23.25,30.10,"21,340","26,560","35,200","48,360","62,620",,
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"34,010",2.9,16.97,"35,290",1.2,9.75,12.27,16.20,20.54,25.07,"20,280","25,520","33,690","42,720","52,140",,
49-9092,Commercial Divers,detailed,"3,280",9.1,26.57,"55,270",2.9,14.49,17.76,22.70,30.57,46.56,"30,130","36,940","47,210","63,590","96,850",,
49-9093,"Fabric Menders, Except Garment",detailed,390,14.5,14.20,"29,530",2.2,10.28,12.02,13.77,15.54,18.83,"21,390","25,000","28,640","32,330","39,160",,
49-9094,Locksmiths and Safe Repairers,detailed,"17,500",4.3,20.54,"42,730",1.3,11.03,14.59,19.56,25.82,30.70,"22,940","30,340","40,680","53,700","63,860",,
49-9095,Manufactured Building and Mobile Home Installers,detailed,"2,750",9.5,15.29,"31,810",1.5,10.33,12.28,14.88,17.86,21.06,"21,490","25,540","30,960","37,140","43,800",,
49-9096,Riggers,detailed,"21,000",5.2,24.17,"50,270",1.4,13.91,17.53,23.36,29.32,36.22,"28,930","36,460","48,580","60,980","75,340",,
49-9097,Signal and Track Switch Repairers,detailed,"8,300",8.2,31.61,"65,750",2.1,17.49,27.01,32.88,37.08,42.03,"36,370","56,190","68,400","77,140","87,420",,
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"112,080",1.6,14.63,"30,430",0.4,9.33,10.97,13.70,17.35,21.82,"19,410","22,810","28,490","36,090","45,390",,
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"153,850",2.4,20.43,"42,500",0.6,11.27,14.24,18.65,25.25,31.24,"23,440","29,610","38,800","52,530","64,980",,
51-0000,Production Occupations,major,"9,024,560",0.3,18.30,"38,070",0.2,10.27,12.36,16.34,22.26,29.46,"21,360","25,720","33,990","46,290","61,280",,
51-1000,Supervisors of Production Workers,minor,"611,800",0.4,30.13,"62,660",0.2,16.84,21.59,28.31,36.71,46.82,"35,020","44,910","58,870","76,370","97,380",,
51-1010,First-Line Supervisors of Production and Operating Workers,broad,"611,800",0.4,30.13,"62,660",0.2,16.84,21.59,28.31,36.71,46.82,"35,020","44,910","58,870","76,370","97,380",,
51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"611,800",0.4,30.13,"62,660",0.2,16.84,21.59,28.31,36.71,46.82,"35,020","44,910","58,870","76,370","97,380",,
51-2000,Assemblers and Fabricators,minor,"1,759,720",0.7,16.62,"34,560",0.5,10.23,12.09,15.31,19.58,25.54,"21,270","25,150","31,850","40,720","53,120",,
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,"41,130",6.2,26.64,"55,400",2.2,15.67,19.57,25.73,33.58,38.86,"32,600","40,700","53,510","69,850","80,820",,
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"41,130",6.2,26.64,"55,400",2.2,15.67,19.57,25.73,33.58,38.86,"32,600","40,700","53,510","69,850","80,820",,
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"276,340",1.6,16.78,"34,910",0.5,10.60,12.64,15.66,19.63,24.48,"22,060","26,290","32,570","40,840","50,920",,
51-2021,"Coil Winders, Tapers, and Finishers",detailed,"13,300",5.7,16.86,"35,080",1.2,10.61,12.52,16.01,20.11,24.58,"22,060","26,030","33,310","41,830","51,130",,
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,"263,040",1.6,16.78,"34,900",0.5,10.60,12.64,15.64,19.61,24.47,"22,060","26,300","32,530","40,780","50,900",,
51-2030,Engine and Other Machine Assemblers,broad,"37,770",3.7,21.40,"44,520",2.1,13.11,15.99,20.86,27.03,30.26,"27,270","33,270","43,390","56,220","62,940",,
51-2031,Engine and Other Machine Assemblers,detailed,"37,770",3.7,21.40,"44,520",2.1,13.11,15.99,20.86,27.03,30.26,"27,270","33,270","43,390","56,220","62,940",,
51-2040,Structural Metal Fabricators and Fitters,broad,"77,600",2.0,19.47,"40,490",0.7,12.47,15.08,18.49,23.02,28.38,"25,940","31,370","38,450","47,880","59,040",,
51-2041,Structural Metal Fabricators and Fitters,detailed,"77,600",2.0,19.47,"40,490",0.7,12.47,15.08,18.49,23.02,28.38,"25,940","31,370","38,450","47,880","59,040",,
51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,326,870",0.9,15.97,"33,210",0.6,10.02,11.72,14.77,18.82,24.39,"20,830","24,380","30,720","39,150","50,730",,
51-2091,Fiberglass Laminators and Fabricators,detailed,"20,040",4.2,16.81,"34,960",1.4,10.83,12.79,15.52,18.87,24.35,"22,520","26,590","32,290","39,240","50,640",,
51-2093,Timing Device Assemblers and Adjusters,detailed,680,18.0,17.94,"37,310",3.9,11.76,13.52,16.73,20.29,25.79,"24,470","28,120","34,800","42,210","53,650",,
51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers",detailed,"1,306,150",0.9,15.95,"33,180",0.6,10.01,11.71,14.75,18.82,24.39,"20,820","24,350","30,690","39,150","50,730",,
51-3000,Food Processing Workers,minor,"795,240",1.1,13.98,"29,070",0.3,9.53,10.79,13.00,16.32,20.18,"19,810","22,440","27,040","33,930","41,960",,
51-3010,Bakers,broad,"182,890",1.5,13.42,"27,920",0.5,9.24,10.45,12.35,15.32,19.15,"19,230","21,730","25,690","31,870","39,830",,
51-3011,Bakers,detailed,"182,890",1.5,13.42,"27,920",0.5,9.24,10.45,12.35,15.32,19.15,"19,230","21,730","25,690","31,870","39,830",,
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"362,380",1.8,13.92,"28,960",0.5,9.64,10.91,13.14,16.12,19.44,"20,060","22,700","27,330","33,530","40,440",,
51-3021,Butchers and Meat Cutters,detailed,"131,530",1.8,15.66,"32,570",0.5,9.80,11.51,14.85,18.90,23.34,"20,370","23,940","30,890","39,300","48,550",,
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"153,280",2.8,12.71,"26,430",0.9,9.44,10.51,12.14,14.50,17.16,"19,630","21,860","25,250","30,160","35,690",,
51-3023,Slaughterers and Meat Packers,detailed,"77,570",5.2,13.38,"27,830",0.9,9.76,11.14,13.23,15.18,17.86,"20,300","23,180","27,530","31,570","37,150",,
51-3090,Miscellaneous Food Processing Workers,broad,"249,970",1.6,14.46,"30,080",0.5,9.63,10.90,13.29,17.28,21.91,"20,030","22,670","27,630","35,950","45,570",,
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"21,130",3.3,15.23,"31,680",1.5,9.61,11.15,14.14,18.31,23.46,"19,980","23,190","29,410","38,080","48,790",,
51-3092,Food Batchmakers,detailed,"151,950",2.2,14.85,"30,880",0.7,9.65,11.04,13.70,17.97,22.62,"20,080","22,960","28,500","37,380","47,060",,
51-3093,Food Cooking Machine Operators and Tenders,detailed,"33,340",4.3,14.54,"30,240",1.2,9.49,11.06,13.66,17.31,21.49,"19,740","22,990","28,420","36,010","44,690",,
51-3099,"Food Processing Workers, All Other",detailed,"43,540",4.0,12.69,"26,390",0.8,9.64,10.47,11.76,14.30,17.48,"20,050","21,770","24,460","29,750","36,370",,
51-4000,Metal Workers and Plastic Workers,minor,"1,895,150",0.5,19.54,"40,650",0.2,11.76,14.46,18.37,23.56,29.27,"24,470","30,080","38,210","49,000","60,890",,
51-4010,Computer Control Programmers and Operators,broad,"168,450",1.4,20.72,"43,100",0.5,12.85,15.72,19.56,24.50,30.02,"26,720","32,700","40,680","50,960","62,440",,
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"144,660",1.5,19.72,"41,010",0.5,12.63,15.32,18.86,23.52,28.57,"26,270","31,860","39,230","48,910","59,420",,
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"23,790",2.4,26.81,"55,770",0.7,16.17,20.20,25.26,31.28,39.40,"33,640","42,020","52,550","65,060","81,960",,
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"117,450",2.0,18.05,"37,540",0.8,11.33,13.67,17.26,21.88,26.36,"23,570","28,420","35,910","45,500","54,840",,
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"73,530",2.5,17.33,"36,050",0.7,11.03,13.26,16.63,20.85,24.66,"22,930","27,580","34,600","43,360","51,290",,
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"18,300",3.7,19.39,"40,340",3.2,11.61,14.55,18.58,23.59,28.74,"24,150","30,270","38,650","49,070","59,790",,
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"25,610",4.5,19.15,"39,840",1.1,12.31,14.52,18.20,23.33,28.23,"25,610","30,200","37,860","48,530","58,720",,
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"321,590",1.2,17.37,"36,140",0.4,10.93,13.14,16.46,20.73,25.37,"22,730","27,330","34,230","43,110","52,770",,
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"188,520",1.6,16.72,"34,770",0.6,10.73,12.84,15.90,19.54,24.36,"22,310","26,710","33,060","40,640","50,670",,
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"11,030",4.8,19.65,"40,870",1.5,11.91,14.04,17.92,23.50,29.74,"24,770","29,200","37,270","48,880","61,850",,
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"74,600",2.0,17.08,"35,520",0.7,10.84,12.94,16.10,20.25,24.65,"22,550","26,920","33,480","42,130","51,270",,
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"29,620",3.6,19.38,"40,310",0.7,12.28,15.01,18.55,23.20,28.19,"25,550","31,220","38,580","48,260","58,630",,
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"17,820",7.2,20.83,"43,330",1.4,12.39,15.85,20.51,25.10,29.73,"25,760","32,970","42,650","52,210","61,840",,
51-4040,Machinists,broad,"378,320",0.9,21.23,"44,160",0.3,12.71,16.06,20.48,25.74,30.67,"26,430","33,410","42,600","53,540","63,790",,
51-4041,Machinists,detailed,"378,320",0.9,21.23,"44,160",0.3,12.71,16.06,20.48,25.74,30.67,"26,430","33,410","42,600","53,540","63,790",,
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"25,210",3.7,19.81,"41,210",1.1,12.10,15.28,19.35,23.82,28.67,"25,160","31,770","40,250","49,540","59,620",,
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"17,610",3.9,20.08,"41,770",1.5,11.97,15.45,19.85,24.14,28.88,"24,890","32,140","41,300","50,210","60,080",,
51-4052,"Pourers and Casters, Metal",detailed,"7,600",6.0,19.20,"39,930",1.3,12.40,14.92,18.37,22.95,27.96,"25,780","31,040","38,210","47,730","58,160",,
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"9,010",4.8,24.83,"51,650",1.4,14.08,18.03,24.22,30.31,37.43,"29,290","37,490","50,390","63,040","77,850",,
51-4061,"Model Makers, Metal and Plastic",detailed,"5,820",6.7,26.35,"54,820",1.7,14.72,19.19,25.80,32.78,38.99,"30,610","39,910","53,670","68,180","81,110",,
51-4062,"Patternmakers, Metal and Plastic",detailed,"3,200",5.6,22.06,"45,880",1.7,13.30,16.59,21.65,27.33,30.99,"27,660","34,510","45,030","56,850","64,450",,
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"168,820",1.7,16.25,"33,810",0.5,10.37,12.21,15.10,19.18,24.05,"21,570","25,390","31,420","39,890","50,030",,
51-4071,Foundry Mold and Coremakers,detailed,"13,960",4.4,17.52,"36,440",1.0,11.71,13.73,16.90,20.92,24.45,"24,360","28,550","35,140","43,510","50,860",,
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"154,860",1.8,16.14,"33,570",0.5,10.32,12.08,14.95,19.02,24.00,"21,470","25,130","31,090","39,550","49,920",,
51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,"121,160",1.9,17.62,"36,650",0.8,10.95,13.27,16.73,21.10,25.81,"22,770","27,610","34,800","43,890","53,680",,
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"121,160",1.9,17.62,"36,650",0.8,10.95,13.27,16.73,21.10,25.81,"22,770","27,610","34,800","43,890","53,680",,
51-4110,Tool and Die Makers,broad,"73,510",2.0,25.60,"53,260",0.8,15.64,19.96,25.23,30.41,36.76,"32,530","41,510","52,480","63,260","76,450",,
51-4111,Tool and Die Makers,detailed,"73,510",2.0,25.60,"53,260",0.8,15.64,19.96,25.23,30.41,36.76,"32,530","41,510","52,480","63,260","76,450",,
51-4120,"Welding, Soldering, and Brazing Workers",broad,"416,000",0.9,20.67,"42,980",0.3,13.07,15.86,19.19,24.06,30.13,"27,190","33,000","39,910","50,050","62,670",,
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"377,250",0.9,20.87,"43,410",0.3,13.20,15.99,19.35,24.25,30.37,"27,460","33,260","40,240","50,450","63,170",,
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"38,750",2.7,18.69,"38,880",0.9,12.14,14.54,17.88,22.22,26.93,"25,260","30,250","37,190","46,220","56,010",,
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"95,620",1.9,18.02,"37,490",0.7,10.92,13.26,17.01,21.99,27.20,"22,720","27,580","35,390","45,750","56,570",,
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,340",3.6,18.62,"38,720",0.8,12.09,14.48,17.93,22.23,26.43,"25,140","30,110","37,300","46,250","54,970",,
51-4192,"Layout Workers, Metal and Plastic",detailed,"8,550",3.7,22.54,"46,890",1.6,13.62,17.29,22.26,27.28,31.40,"28,340","35,960","46,310","56,740","65,300",,
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"37,200",3.2,16.55,"34,430",0.9,10.69,12.48,15.35,19.28,24.40,"22,240","25,950","31,920","40,100","50,750",,
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"8,060",4.4,18.65,"38,800",1.3,11.20,13.66,17.50,22.75,28.04,"23,300","28,410","36,390","47,310","58,330",,
51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"22,470",4.9,18.00,"37,440",1.5,10.29,12.84,17.22,22.43,27.70,"21,400","26,710","35,820","46,660","57,610",,
51-5100,Printing Workers,minor,"251,310",1.1,18.08,"37,610",0.4,10.51,13.04,17.09,22.25,27.65,"21,850","27,120","35,560","46,270","57,500",,
51-5110,Printing Workers,broad,"251,310",1.1,18.08,"37,610",0.4,10.51,13.04,17.09,22.25,27.65,"21,850","27,120","35,560","46,270","57,500",,
51-5111,Prepress Technicians and Workers,detailed,"31,500",2.3,20.08,"41,770",0.8,11.84,14.98,19.19,24.37,29.76,"24,630","31,160","39,910","50,700","61,900",,
51-5112,Printing Press Operators,detailed,"171,130",1.2,18.20,"37,860",0.5,10.49,13.10,17.19,22.42,27.93,"21,820","27,240","35,760","46,630","58,090",,
51-5113,Print Binding and Finishing Workers,detailed,"48,680",2.9,16.36,"34,040",0.7,10.20,12.08,15.40,19.68,24.12,"21,210","25,140","32,040","40,930","50,160",,
51-6000,"Textile, Apparel, and Furnishings Workers",minor,"572,630",0.9,12.89,"26,810",0.3,8.88,9.96,11.72,14.65,18.56,"18,470","20,710","24,370","30,480","38,610",,
51-6010,Laundry and Dry-Cleaning Workers,broad,"209,350",1.2,11.43,"23,770",0.4,8.57,9.40,10.75,12.47,15.31,"17,830","19,550","22,370","25,930","31,840",,
51-6011,Laundry and Dry-Cleaning Workers,detailed,"209,350",1.2,11.43,"23,770",0.4,8.57,9.40,10.75,12.47,15.31,"17,830","19,550","22,370","25,930","31,840",,
51-6020,"Pressers, Textile, Garment, and Related Materials",broad,"42,830",3.0,11.09,"23,080",0.6,8.51,9.43,10.79,12.27,14.48,"17,700","19,620","22,440","25,510","30,110",,
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"42,830",3.0,11.09,"23,080",0.6,8.51,9.43,10.79,12.27,14.48,"17,700","19,620","22,440","25,510","30,110",,
51-6030,Sewing Machine Operators,broad,"136,530",1.9,12.62,"26,250",0.5,9.03,10.20,11.69,14.42,17.83,"18,770","21,220","24,320","30,000","37,090",,
51-6031,Sewing Machine Operators,detailed,"136,530",1.9,12.62,"26,250",0.5,9.03,10.20,11.69,14.42,17.83,"18,770","21,220","24,320","30,000","37,090",,
51-6040,Shoe and Leather Workers,broad,"10,680",7.6,13.24,"27,540",1.5,8.93,10.01,12.62,15.36,18.41,"18,570","20,820","26,240","31,950","38,290",,
51-6041,Shoe and Leather Workers and Repairers,detailed,"7,180",7.7,13.25,"27,550",2.0,9.02,10.02,12.31,15.23,18.60,"18,750","20,850","25,610","31,680","38,680",,
51-6042,Shoe Machine Operators and Tenders,detailed,"3,500",16.2,13.23,"27,530",2.2,8.81,9.96,13.18,15.51,18.11,"18,320","20,720","27,420","32,250","37,660",,
51-6050,"Tailors, Dressmakers, and Sewers",broad,"26,620",6.8,14.94,"31,080",1.7,9.60,10.86,13.42,17.60,23.28,"19,960","22,580","27,920","36,600","48,430",,
51-6051,"Sewers, Hand",detailed,"6,190",15.4,13.24,"27,540",1.8,9.60,10.54,12.61,14.97,18.20,"19,970","21,930","26,230","31,140","37,860",,
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,"20,440",7.5,15.46,"32,150",2.0,9.60,10.98,13.75,18.61,24.26,"19,960","22,830","28,600","38,710","50,450",,
51-6060,"Textile Machine Setters, Operators, and Tenders",broad,"75,810",2.3,13.90,"28,900",0.6,9.96,11.35,13.47,15.71,18.71,"20,720","23,610","28,010","32,680","38,920",,
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,"9,800",5.5,14.02,"29,150",1.0,10.28,11.47,13.60,15.94,18.51,"21,390","23,850","28,280","33,160","38,510",,
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,"14,150",3.8,13.65,"28,400",0.9,9.42,10.61,12.93,15.91,19.21,"19,590","22,060","26,890","33,100","39,960",,
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,"20,920",3.9,13.99,"29,100",0.9,9.80,11.11,13.44,16.32,19.07,"20,380","23,100","27,960","33,950","39,660",,
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,"30,940",3.7,13.91,"28,920",0.8,10.24,11.92,13.59,15.31,18.33,"21,290","24,790","28,270","31,840","38,130",,
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"70,810",3.0,16.91,"35,180",0.7,10.14,12.25,15.71,19.83,25.53,"21,100","25,480","32,670","41,250","53,110",,
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"18,880",5.8,16.69,"34,720",1.1,10.93,12.99,16.09,19.70,23.89,"22,740","27,010","33,470","40,980","49,690",,
51-6092,Fabric and Apparel Patternmakers,detailed,"4,810",9.7,23.89,"49,690",3.5,11.57,14.96,19.45,31.45,43.50,"24,060","31,120","40,460","65,410","90,470",,
51-6093,Upholsterers,detailed,"32,500",3.6,16.85,"35,060",0.8,10.17,12.75,16.18,19.76,24.65,"21,160","26,530","33,660","41,100","51,260",,
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"14,610",8.7,15.04,"31,280",1.9,9.33,10.68,12.82,17.60,25.37,"19,410","22,210","26,670","36,600","52,770",,
51-7000,Woodworkers,minor,"255,070",1.2,15.82,"32,900",0.3,10.14,12.00,14.86,18.60,23.42,"21,080","24,960","30,900","38,690","48,720",,
51-7010,Cabinetmakers and Bench Carpenters,broad,"97,820",1.8,17.18,"35,740",0.5,10.59,12.90,16.31,20.54,25.28,"22,020","26,830","33,920","42,710","52,580",,
51-7011,Cabinetmakers and Bench Carpenters,detailed,"97,820",1.8,17.18,"35,740",0.5,10.59,12.90,16.31,20.54,25.28,"22,020","26,830","33,920","42,710","52,580",,
51-7020,Furniture Finishers,broad,"17,530",3.1,15.95,"33,170",0.8,10.35,12.38,15.05,18.62,23.37,"21,530","25,760","31,300","38,720","48,610",,
51-7021,Furniture Finishers,detailed,"17,530",3.1,15.95,"33,170",0.8,10.35,12.38,15.05,18.62,23.37,"21,530","25,760","31,300","38,720","48,610",,
51-7030,"Model Makers and Patternmakers, Wood",broad,"1,630",15.5,24.94,"51,880",3.0,14.60,17.66,24.75,31.63,37.50,"30,370","36,740","51,470","65,780","78,000",,
51-7031,"Model Makers, Wood",detailed,850,24.1,25.00,"52,000",4.4,15.46,17.64,24.11,31.95,38.09,"32,150","36,680","50,150","66,460","79,220",,
51-7032,"Patternmakers, Wood",detailed,770,18.9,24.88,"51,760",3.5,13.49,17.71,25.18,31.46,36.95,"28,060","36,840","52,380","65,440","76,860",,
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"131,600",2.0,14.66,"30,490",0.4,9.87,11.47,13.99,17.33,20.87,"20,520","23,860","29,100","36,050","43,410",,
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"51,950",2.3,14.74,"30,670",0.6,9.88,11.43,13.98,17.46,21.24,"20,560","23,760","29,080","36,310","44,190",,
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"79,650",2.8,14.60,"30,370",0.4,9.86,11.50,14.00,17.25,20.62,"20,500","23,930","29,110","35,890","42,880",,
51-7090,Miscellaneous Woodworkers,broad,"6,490",4.9,16.18,"33,650",1.6,9.50,11.13,14.75,20.53,25.26,"19,750","23,140","30,680","42,700","52,540",,
51-7099,"Woodworkers, All Other",detailed,"6,490",4.9,16.18,"33,650",1.6,9.50,11.13,14.75,20.53,25.26,"19,750","23,140","30,680","42,700","52,540",,
51-8000,Plant and System Operators,minor,"298,770",0.9,29.18,"60,700",0.3,15.80,20.80,28.05,36.81,45.39,"32,850","43,270","58,350","76,560","94,420",,
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"52,290",1.7,38.25,"79,560",0.5,23.66,31.25,38.67,46.13,52.04,"49,210","65,000","80,440","95,950","108,240",,
51-8011,Nuclear Power Reactor Operators,detailed,"6,010",5.8,45.36,"94,350",1.3,32.50,38.66,44.89,52.66,60.76,"67,590","80,420","93,370","109,540","126,380",,
51-8012,Power Distributors and Dispatchers,detailed,"12,110",3.1,39.57,"82,310",0.7,26.01,32.72,39.67,47.04,53.48,"54,090","68,070","82,510","97,840","111,250",,
51-8013,Power Plant Operators,detailed,"34,170",2.1,36.53,"75,970",0.6,21.75,29.27,37.10,44.59,49.94,"45,230","60,870","77,180","92,740","103,880",,
51-8020,Stationary Engineers and Boiler Operators,broad,"32,790",2.0,30.15,"62,710",1.0,17.51,22.61,28.79,36.31,45.73,"36,420","47,040","59,890","75,530","95,110",,
51-8021,Stationary Engineers and Boiler Operators,detailed,"32,790",2.0,30.15,"62,710",1.0,17.51,22.61,28.79,36.31,45.73,"36,420","47,040","59,890","75,530","95,110",,
